Person_ID,Day,Exercise_Type,Duration_Minutes,Calories_Burned
116,Thursday,Pilates,124,1364
116,Friday,Basketball,139,1251
116,Saturday,Stretching,45,540
116,Sunday,Basketball,97,1164
117,Monday,Yoga,36,360
117,Tuesday,Stretching,73,657
117,Wednesday,Elliptical,83,996
117,Thursday,Plank,64,512
117,Friday,Surfing,146,876
117,Saturday,Mountain Climbers,35,385
117,Sunday,Kickboxing,135,1350
118,Monday,Handball,37,296
118,Tuesday,Rugby,98,980
118,Wednesday,Skipping Rope,77,539
118,Thursday,Lunges,129,1419
118,Friday,Shoulder Press,144,1728
118,Saturday,Tennis,108,1188
118,Sunday,Aerobics,38,342
119,Monday,Battle Ropes,61,488
119,Tuesday,Skipping Rope,21,210
119,Wednesday,Crunches,118,1416
119,Thursday,Stair Climber,118,1062
119,Friday,Skating,92,644
119,Saturday,Crunches,64,384
119,Sunday,Powerlifting,146,1168
120,Monday,Powerlifting,29,232
120,Tuesday,Resistance Band Workout,148,888
120,Wednesday,Walking,140,1120
120,Thursday,Elliptical,91,819
120,Friday,Elliptical,49,294
120,Saturday,Swimming,137,1507
120,Sunday,Push-ups,139,1529
121,Monday,Kickboxing,131,1441
121,Tuesday,Skipping Rope,32,288
121,Wednesday,Volleyball,91,819
121,Thursday,Mobility Drills,130,1040
121,Friday,Skipping Rope,26,208
121,Saturday,Kickboxing,113,904
121,Sunday,Shoulder Press,109,872
122,Monday,Tennis,45,360
122,Tuesday,Cycling,138,1656
122,Wednesday,Football,114,912
122,Thursday,Surfing,85,1020
122,Friday,Plank,66,660
122,Saturday,Sprinting,146,1460
122,Sunday,Pull-ups,118,944
123,Monday,Stair Climber,111,888
123,Tuesday,Strength Training,149,1192
123,Wednesday,Table Tennis,50,400
123,Thursday,Treadmill,138,828
123,Friday,Running,136,1360
123,Saturday,Spin Class,101,606
123,Sunday,Resistance Band Workout,81,891
124,Monday,Handball,67,469
124,Tuesday,Table Tennis,53,583
124,Wednesday,Shoulder Press,77,539
124,Thursday,Battle Ropes,150,1200
124,Friday,Stretching,124,992
124,Saturday,Skipping Rope,36,252
124,Sunday,Zumba,84,1008
125,Monday,Powerlifting,66,660
125,Tuesday,Kettlebell Workout,81,567
125,Wednesday,HIIT,102,612
125,Thursday,Treadmill,60,540
125,Friday,Table Tennis,120,1080
125,Saturday,Resistance Band Workout,138,1242
125,Sunday,HIIT,58,406
126,Monday,Martial Arts,92,1012
126,Tuesday,Squats,72,504
126,Wednesday,Crunches,99,1089
126,Thursday,Hiking,43,301
126,Friday,Sprinting,40,480
126,Saturday,Jumping Jacks,119,1309
126,Sunday,Walking,117,1053
127,Monday,Running,76,532
127,Tuesday,Table Tennis,112,1344
127,Wednesday,Hiking,62,620
127,Thursday,Cycling,116,812
127,Friday,Rock Climbing,24,240
127,Saturday,Crunches,112,1008
127,Sunday,Cycling,98,588
128,Monday,Zumba,117,1053
128,Tuesday,Cycling,97,873
128,Wednesday,Volleyball,83,664
128,Thursday,Basketball,72,720
128,Friday,Sprinting,21,147
128,Saturday,Spin Class,48,384
128,Sunday,HIIT,86,774
129,Monday,Kickboxing,63,693
129,Tuesday,Resistance Band Workout,32,192
129,Wednesday,Dancing,141,1551
129,Thursday,Kettlebell Workout,130,780
129,Friday,CrossFit,39,312
129,Saturday,Kettlebell Workout,96,672
129,Sunday,Core Training,112,1120
130,Monday,Elliptical,49,343
130,Tuesday,Hiking,133,1064
130,Wednesday,Yoga,34,204
130,Thursday,Yoga,130,1170
130,Friday,Mobility Drills,31,372
130,Saturday,Football,72,864
130,Sunday,Squats,120,720
131,Monday,Mobility Drills,120,1320
131,Tuesday,Martial Arts,90,630
131,Wednesday,Battle Ropes,130,1300
131,Thursday,Swimming,26,234
131,Friday,Shoulder Press,129,1290
131,Saturday,Zumba,90,1080
131,Sunday,Plank,70,560
132,Monday,Mobility Drills,54,540
132,Tuesday,Rowing,59,413
132,Wednesday,Zumba,146,1460
132,Thursday,Mobility Drills,77,924
132,Friday,Kickboxing,40,320
132,Saturday,Mountain Climbers,56,560
132,Sunday,Sprinting,106,1166
133,Monday,Surfing,102,1020
133,Tuesday,Rugby,127,762
133,Wednesday,Swimming,140,1400
133,Thursday,Kickboxing,27,189
133,Friday,Badminton,26,286
133,Saturday,Pull-ups,129,1419
133,Sunday,Hiking,70,560
134,Monday,Squats,122,1220
134,Tuesday,Basketball,103,1133
134,Wednesday,Handball,28,224
134,Thursday,Skating,50,550
134,Friday,Yoga,82,492
134,Saturday,Battle Ropes,50,300
134,Sunday,Cycling,49,588
135,Monday,Squats,79,869
135,Tuesday,Treadmill,44,308
135,Wednesday,Shoulder Press,63,567
135,Thursday,Handball,36,432
135,Friday,Sprinting,111,888
135,Saturday,Burpees,50,550
135,Sunday,Mobility Drills,148,1184
136,Monday,Core Training,116,928
136,Tuesday,Basketball,108,756
136,Wednesday,Stair Climber,88,792
136,Thursday,CrossFit,116,1276
136,Friday,Table Tennis,67,469
136,Saturday,Football,44,528
136,Sunday,Lunges,94,658
137,Monday,Powerlifting,108,864
137,Tuesday,Push-ups,60,600
137,Wednesday,Mobility Drills,56,392
137,Thursday,Table Tennis,73,438
137,Friday,Football,109,654
137,Saturday,CrossFit,40,360
137,Sunday,Running,104,728
138,Monday,Push-ups,147,1176
138,Tuesday,Sprinting,146,876
138,Wednesday,Volleyball,98,882
138,Thursday,Leg Press,57,342
138,Friday,Skating,25,175
138,Saturday,Lunges,91,910
138,Sunday,Zumba,113,1243
139,Monday,Skating,38,228
139,Tuesday,Spin Class,119,952
139,Wednesday,Skipping Rope,89,712
139,Thursday,Leg Press,95,760
139,Friday,Squats,55,660
139,Saturday,Skipping Rope,150,1350
139,Sunday,Push-ups,53,318
140,Monday,Powerlifting,120,1200
140,Tuesday,Pull-ups,150,1650
140,Wednesday,Running,29,290
140,Thursday,Basketball,150,1650
140,Friday,Mountain Climbers,120,840
140,Saturday,CrossFit,131,1310
140,Sunday,Lunges,26,286
141,Monday,Leg Press,32,384
141,Tuesday,Volleyball,61,427
141,Wednesday,Tennis,143,858
141,Thursday,Pilates,66,726
141,Friday,Leg Press,76,608
141,Saturday,Pull-ups,76,532
141,Sunday,Elliptical,34,408
142,Monday,Leg Press,100,1100
142,Tuesday,Stair Climber,39,273
142,Wednesday,Kettlebell Workout,58,348
142,Thursday,Lunges,107,1284
142,Friday,Strength Training,79,790
142,Saturday,Crunches,96,768
142,Sunday,Football,67,737
143,Monday,Jumping Jacks,61,488
143,Tuesday,HIIT,39,273
143,Wednesday,Leg Press,64,448
143,Thursday,Skating,39,273
143,Friday,Yoga,124,992
143,Saturday,Bench Press,135,810
143,Sunday,Treadmill,105,1050
144,Monday,Squats,84,1008
144,Tuesday,Burpees,75,600
144,Wednesday,Martial Arts,103,1236
144,Thursday,Spin Class,138,1104
144,Friday,Sit-ups,149,1043
144,Saturday,Kettlebell Workout,142,1562
144,Sunday,Squats,106,742
145,Monday,Bench Press,28,280
145,Tuesday,Battle Ropes,101,808
145,Wednesday,Mountain Climbers,147,1323
145,Thursday,Badminton,54,486
145,Friday,Kettlebell Workout,113,1017
145,Saturday,HIIT,50,400
145,Sunday,Martial Arts,23,184
146,Monday,Mobility Drills,35,350
146,Tuesday,Yoga,106,848
146,Wednesday,Spin Class,85,595
146,Thursday,Mountain Climbers,95,855
146,Friday,Skipping Rope,49,539
146,Saturday,Plank,52,468
146,Sunday,Deadlifts,111,999
147,Monday,Dancing,83,664
147,Tuesday,Battle Ropes,93,930
147,Wednesday,Skipping Rope,53,318
147,Thursday,Aerobics,39,429
147,Friday,Running,143,1287
147,Saturday,Sprinting,100,900
147,Sunday,Shoulder Press,106,954
148,Monday,Rowing,145,1015
148,Tuesday,Walking,124,1488
148,Wednesday,Strength Training,111,666
148,Thursday,Surfing,135,810
148,Friday,Hiking,76,836
148,Saturday,Volleyball,77,924
148,Sunday,Handball,46,552
149,Monday,Rock Climbing,70,700
149,Tuesday,Treadmill,54,432
149,Wednesday,Tennis,131,1048
149,Thursday,Bench Press,22,242
149,Friday,Squats,54,432
149,Saturday,Rock Climbing,147,1764
149,Sunday,Rowing,83,664
150,Monday,Hiking,23,184
150,Tuesday,Powerlifting,91,910
150,Wednesday,Skating,149,1490
150,Thursday,Cycling,43,258
150,Friday,Martial Arts,133,798
150,Saturday,Kickboxing,37,296
150,Sunday,Running,85,510
151,Monday,Battle Ropes,33,297
151,Tuesday,Powerlifting,118,1062
151,Wednesday,Rowing,96,672
151,Thursday,Jumping Jacks,94,658
151,Friday,Shoulder Press,108,1188
151,Saturday,Skipping Rope,41,246
151,Sunday,Surfing,110,660
152,Monday,Strength Training,34,408
152,Tuesday,Sprinting,116,1160
152,Wednesday,Zumba,106,742
152,Thursday,Treadmill,24,240
152,Friday,Pull-ups,121,1089
152,Saturday,Surfing,70,840
152,Sunday,Battle Ropes,60,720
153,Monday,Deadlifts,29,348
153,Tuesday,Skating,143,1430
153,Wednesday,CrossFit,72,504
153,Thursday,Leg Press,133,1330
153,Friday,Dancing,105,840
153,Saturday,Plank,106,1060
153,Sunday,Hiking,65,780
154,Monday,Sprinting,34,204
154,Tuesday,Tennis,117,819
154,Wednesday,Cycling,83,581
154,Thursday,Walking,137,959
154,Friday,Yoga,93,744
154,Saturday,Resistance Band Workout,78,546
154,Sunday,Kettlebell Workout,63,378
155,Monday,Lunges,77,539
155,Tuesday,Core Training,49,294
155,Wednesday,Squats,145,1015
155,Thursday,Deadlifts,64,576
155,Friday,Stretching,61,366
155,Saturday,Football,146,1460
155,Sunday,Bench Press,130,1560
156,Monday,HIIT,131,1179
156,Tuesday,Core Training,77,847
156,Wednesday,Jumping Jacks,148,1036
156,Thursday,HIIT,54,648
156,Friday,Mobility Drills,103,1236
156,Saturday,Yoga,74,666
156,Sunday,Elliptical,33,264
157,Monday,Jumping Jacks,117,1404
157,Tuesday,Leg Press,31,279
157,Wednesday,Strength Training,81,648
157,Thursday,Hiking,99,891
157,Friday,Resistance Band Workout,127,889
157,Saturday,Yoga,147,882
157,Sunday,Hiking,110,660
158,Monday,Battle Ropes,122,1342
158,Tuesday,Walking,65,650
158,Wednesday,Elliptical,54,594
158,Thursday,Battle Ropes,78,858
158,Friday,Basketball,70,770
158,Saturday,Kickboxing,139,1112
158,Sunday,Bench Press,147,1764
159,Monday,Aerobics,39,312
159,Tuesday,Skipping Rope,128,1024
159,Wednesday,Push-ups,103,1236
159,Thursday,Pilates,124,992
159,Friday,Sit-ups,30,330
159,Saturday,Jumping Jacks,56,448
159,Sunday,Handball,27,324
160,Monday,Martial Arts,58,406
160,Tuesday,Mobility Drills,46,414
160,Wednesday,Cycling,40,480
160,Thursday,Mountain Climbers,148,1184
160,Friday,Jumping Jacks,66,660
160,Saturday,Rugby,101,707
160,Sunday,Bench Press,124,992
161,Monday,Aerobics,71,639
161,Tuesday,Swimming,102,1122
161,Wednesday,Crunches,42,462
161,Thursday,Aerobics,115,805
161,Friday,Volleyball,71,568
161,Saturday,Cycling,123,1353
161,Sunday,Push-ups,101,808
162,Monday,Rowing,90,540
162,Tuesday,Table Tennis,40,280
162,Wednesday,Basketball,23,138
162,Thursday,Treadmill,92,1104
162,Friday,Powerlifting,137,1644
162,Saturday,Stretching,129,1419
162,Sunday,Push-ups,121,968
163,Monday,Skating,54,486
163,Tuesday,Treadmill,60,420
163,Wednesday,Battle Ropes,80,560
163,Thursday,Jumping Jacks,28,252
163,Friday,Resistance Band Workout,121,1210
163,Saturday,CrossFit,119,1071
163,Sunday,Battle Ropes,116,928
164,Monday,Deadlifts,72,576
164,Tuesday,Resistance Band Workout,146,1752
164,Wednesday,Lunges,44,484
164,Thursday,Swimming,36,288
164,Friday,Rowing,98,1078
164,Saturday,Deadlifts,105,1155
164,Sunday,Sit-ups,74,740
165,Monday,Skipping Rope,131,1441
165,Tuesday,Deadlifts,87,870
165,Wednesday,Mountain Climbers,46,322
165,Thursday,Surfing,27,189
165,Friday,Martial Arts,41,328
165,Saturday,Rowing,75,525
165,Sunday,Sprinting,42,294
166,Monday,Kettlebell Workout,119,1190
166,Tuesday,Running,116,1160
166,Wednesday,Tennis,81,486
166,Thursday,Volleyball,35,280
166,Friday,HIIT,77,462
166,Saturday,Battle Ropes,110,1100
166,Sunday,Yoga,49,294
167,Monday,Skipping Rope,76,836
167,Tuesday,Basketball,109,872
167,Wednesday,Basketball,100,1100
167,Thursday,Treadmill,130,1170
167,Friday,CrossFit,45,270
167,Saturday,Sprinting,91,819
167,Sunday,Plank,65,585
168,Monday,Skating,102,1020
168,Tuesday,Rugby,109,763
168,Wednesday,Strength Training,107,749
168,Thursday,Table Tennis,121,1331
168,Friday,Mountain Climbers,25,200
168,Saturday,Sprinting,68,408
168,Sunday,Cycling,118,1180
169,Monday,Aerobics,107,1177
169,Tuesday,Rugby,71,497
169,Wednesday,Volleyball,85,765
169,Thursday,Rugby,99,693
169,Friday,Handball,109,1199
169,Saturday,Yoga,44,308
169,Sunday,Tennis,60,420
170,Monday,Kickboxing,103,721
170,Tuesday,Treadmill,25,175
170,Wednesday,Core Training,136,1088
170,Thursday,Stretching,55,385
170,Friday,CrossFit,116,696
170,Saturday,Kettlebell Workout,78,702
170,Sunday,Badminton,137,1233
171,Monday,Cycling,133,1064
171,Tuesday,Handball,31,279
171,Wednesday,Powerlifting,140,1680
171,Thursday,Strength Training,147,1323
171,Friday,Running,24,288
171,Saturday,Rugby,47,376
171,Sunday,Burpees,33,330
172,Monday,Deadlifts,82,984
172,Tuesday,Tennis,90,1080
172,Wednesday,Basketball,84,588
172,Thursday,Surfing,140,840
172,Friday,Handball,50,550
172,Saturday,Deadlifts,99,990
172,Sunday,Burpees,102,918
173,Monday,Rugby,99,594
173,Tuesday,Plank,76,456
173,Wednesday,Hiking,40,440
173,Thursday,Sprinting,39,234
173,Friday,CrossFit,148,888
173,Saturday,Dancing,57,570
173,Sunday,Cycling,62,620
174,Monday,Squats,92,644
174,Tuesday,Rowing,49,294
174,Wednesday,Plank,93,1116
174,Thursday,Badminton,126,1386
174,Friday,Stretching,36,216
174,Saturday,Swimming,74,888
174,Sunday,Leg Press,105,1050
175,Monday,Football,115,805
175,Tuesday,Jumping Jacks,139,1251
175,Wednesday,Strength Training,44,440
175,Thursday,Shoulder Press,96,672
175,Friday,Strength Training,46,322
175,Saturday,Boxing,93,1116
175,Sunday,Mobility Drills,66,726
176,Monday,Aerobics,102,816
176,Tuesday,Surfing,134,938
176,Wednesday,Bench Press,83,747
176,Thursday,Dancing,60,540
176,Friday,Yoga,63,567
176,Saturday,Aerobics,57,399
176,Sunday,Spin Class,20,240
177,Monday,Surfing,105,1050
177,Tuesday,Resistance Band Workout,79,948
177,Wednesday,Walking,21,147
177,Thursday,Battle Ropes,61,732
177,Friday,Jumping Jacks,134,1072
177,Saturday,Badminton,105,630
177,Sunday,Yoga,142,1562
178,Monday,Pull-ups,71,781
178,Tuesday,Sit-ups,150,1650
178,Wednesday,Rugby,90,720
178,Thursday,CrossFit,68,816
178,Friday,Cycling,44,264
178,Saturday,Sit-ups,88,880
178,Sunday,Volleyball,93,744
179,Monday,Stretching,38,342
179,Tuesday,Squats,43,430
179,Wednesday,Pilates,47,329
179,Thursday,Shoulder Press,143,1430
179,Friday,Walking,49,588
179,Saturday,Treadmill,26,312
179,Sunday,Leg Press,117,1053
180,Monday,Stair Climber,140,1260
180,Tuesday,Dancing,35,210
180,Wednesday,CrossFit,62,558
180,Thursday,Mountain Climbers,69,552
180,Friday,Powerlifting,37,370
180,Saturday,Shoulder Press,21,126
180,Sunday,Burpees,83,830
181,Monday,HIIT,97,582
181,Tuesday,Lunges,76,912
181,Wednesday,Pull-ups,119,1190
181,Thursday,Stretching,73,511
181,Friday,Stair Climber,119,1309
181,Saturday,Pull-ups,100,600
181,Sunday,Stair Climber,142,994
182,Monday,Strength Training,49,294
182,Tuesday,Running,69,483
182,Wednesday,Swimming,147,1617
182,Thursday,Deadlifts,78,936
182,Friday,Yoga,20,180
182,Saturday,Football,106,954
182,Sunday,Powerlifting,114,1140
183,Monday,Aerobics,40,480
183,Tuesday,Jumping Jacks,137,1370
183,Wednesday,Plank,90,540
183,Thursday,Badminton,90,540
183,Friday,Sprinting,95,760
183,Saturday,Badminton,90,990
183,Sunday,Swimming,150,1650
184,Monday,Basketball,61,427
184,Tuesday,Hiking,126,1134
184,Wednesday,Football,108,1296
184,Thursday,Pull-ups,95,665
184,Friday,Core Training,60,720
184,Saturday,Mobility Drills,138,1380
184,Sunday,Badminton,72,432
185,Monday,Boxing,109,763
185,Tuesday,Kettlebell Workout,136,952
185,Wednesday,Cycling,61,427
185,Thursday,Spin Class,52,468
185,Friday,Dancing,72,432
185,Saturday,Football,90,990
185,Sunday,Aerobics,83,747
186,Monday,Shoulder Press,103,1133
186,Tuesday,Tennis,88,792
186,Wednesday,Handball,140,840
186,Thursday,Deadlifts,118,826
186,Friday,Surfing,23,276
186,Saturday,Running,37,407
186,Sunday,Powerlifting,122,732
187,Monday,Squats,93,1023
187,Tuesday,Rock Climbing,63,630
187,Wednesday,Aerobics,123,1353
187,Thursday,Stair Climber,83,747
187,Friday,Handball,140,1540
187,Saturday,Tennis,124,1364
187,Sunday,Rowing,61,366
188,Monday,Pilates,116,812
188,Tuesday,Deadlifts,43,430
188,Wednesday,Stair Climber,128,1152
188,Thursday,Powerlifting,36,432
188,Friday,Powerlifting,21,147
188,Saturday,Squats,39,312
188,Sunday,Badminton,124,744
189,Monday,Hiking,111,1332
189,Tuesday,Shoulder Press,43,473
189,Wednesday,Bench Press,26,260
189,Thursday,Yoga,84,924
189,Friday,Treadmill,89,623
189,Saturday,Table Tennis,111,1221
189,Sunday,Lunges,120,960
190,Monday,Strength Training,72,792
190,Tuesday,Yoga,81,891
190,Wednesday,Pull-ups,133,931
190,Thursday,Volleyball,75,750
190,Friday,Handball,22,242
190,Saturday,Tennis,53,530
190,Sunday,Mountain Climbers,130,1040
191,Monday,Yoga,142,1278
191,Tuesday,Running,76,684
191,Wednesday,Swimming,25,225
191,Thursday,Hiking,112,896
191,Friday,Deadlifts,106,1272
191,Saturday,Resistance Band Workout,59,354
191,Sunday,Surfing,61,610
192,Monday,Surfing,99,990
192,Tuesday,Resistance Band Workout,25,225
192,Wednesday,Boxing,46,552
192,Thursday,Aerobics,106,954
192,Friday,Mountain Climbers,114,912
192,Saturday,Table Tennis,30,210
192,Sunday,Kettlebell Workout,79,711
193,Monday,Kickboxing,48,384
193,Tuesday,CrossFit,33,264
193,Wednesday,Jumping Jacks,124,744
193,Thursday,Stair Climber,148,888
193,Friday,Core Training,70,420
193,Saturday,Kettlebell Workout,94,752
193,Sunday,Core Training,140,1400
194,Monday,Pull-ups,35,350
194,Tuesday,Skipping Rope,91,819
194,Wednesday,Stair Climber,89,1068
194,Thursday,Lunges,103,927
194,Friday,Yoga,147,1176
194,Saturday,Rowing,131,1179
194,Sunday,Leg Press,141,1692
195,Monday,Stair Climber,89,801
195,Tuesday,Martial Arts,106,1272
195,Wednesday,Kickboxing,142,1278
195,Thursday,Stretching,74,740
195,Friday,Running,123,1476
195,Saturday,Walking,83,498
195,Sunday,Strength Training,110,1320
196,Monday,Tennis,53,318
196,Tuesday,Badminton,50,300
196,Wednesday,Rock Climbing,97,582
196,Thursday,Sprinting,25,300
196,Friday,Dancing,89,979
196,Saturday,Squats,26,156
196,Sunday,Walking,132,1320
197,Monday,Elliptical,63,630
197,Tuesday,Kettlebell Workout,91,910
197,Wednesday,Elliptical,33,264
197,Thursday,Walking,65,585
197,Friday,Boxing,66,396
197,Saturday,Aerobics,100,800
197,Sunday,Dancing,114,912
198,Monday,Table Tennis,122,976
198,Tuesday,Skating,93,651
198,Wednesday,Zumba,115,1150
198,Thursday,Stretching,124,992
198,Friday,Handball,94,1128
198,Saturday,Dancing,32,384
198,Sunday,Pull-ups,80,960
199,Monday,Core Training,107,1070
199,Tuesday,Cycling,93,930
199,Wednesday,Rugby,118,1180
199,Thursday,Crunches,103,721
199,Friday,Sprinting,95,570
199,Saturday,Badminton,33,198
199,Sunday,Strength Training,126,1386
200,Monday,Zumba,44,484
200,Tuesday,Plank,20,140
200,Wednesday,Cycling,27,324
200,Thursday,Bench Press,81,648
200,Friday,Crunches,31,186
200,Saturday,CrossFit,47,329
200,Sunday,Mobility Drills,145,1450
201,Monday,Volleyball,122,976
201,Tuesday,Zumba,47,470
201,Wednesday,Yoga,142,994
201,Thursday,Cycling,133,1330
201,Friday,Mountain Climbers,99,693
201,Saturday,Stair Climber,23,161
201,Sunday,Bench Press,66,528
202,Monday,Stair Climber,74,740
202,Tuesday,Hiking,128,768
202,Wednesday,Dancing,148,888
202,Thursday,Walking,40,440
202,Friday,Swimming,20,240
202,Saturday,Basketball,120,1320
202,Sunday,Core Training,138,1104
203,Monday,Running,136,1224
203,Tuesday,Strength Training,107,1070
203,Wednesday,Burpees,106,1272
203,Thursday,HIIT,62,744
203,Friday,Surfing,95,570
203,Saturday,Aerobics,71,852
203,Sunday,Powerlifting,76,608
204,Monday,Resistance Band Workout,104,624
204,Tuesday,Resistance Band Workout,147,1470
204,Wednesday,HIIT,110,880
204,Thursday,Shoulder Press,47,564
204,Friday,Running,49,588
204,Saturday,Table Tennis,93,930
204,Sunday,Pull-ups,34,238
205,Monday,Spin Class,138,1242
205,Tuesday,Boxing,118,1298
205,Wednesday,Spin Class,116,1044
205,Thursday,Leg Press,111,1332
205,Friday,Hiking,27,162
205,Saturday,Martial Arts,132,1188
205,Sunday,Hiking,36,216
206,Monday,Aerobics,88,528
206,Tuesday,Swimming,130,1170
206,Wednesday,Zumba,103,618
206,Thursday,Crunches,108,864
206,Friday,Battle Ropes,75,675
206,Saturday,Strength Training,92,552
206,Sunday,CrossFit,101,707
207,Monday,Tennis,36,252
207,Tuesday,Stair Climber,103,1236
207,Wednesday,Pull-ups,69,483
207,Thursday,Tennis,98,980
207,Friday,Squats,62,744
207,Saturday,Rugby,67,670
207,Sunday,Sprinting,114,1026
208,Monday,Martial Arts,64,704
208,Tuesday,Bench Press,135,945
208,Wednesday,Running,150,1650
208,Thursday,Pilates,106,636
208,Friday,Zumba,21,126
208,Saturday,Tennis,116,1160
208,Sunday,Pull-ups,60,720
209,Monday,CrossFit,64,640
209,Tuesday,Elliptical,104,624
209,Wednesday,Table Tennis,114,912
209,Thursday,HIIT,92,828
209,Friday,Hiking,127,1397
209,Saturday,Spin Class,55,495
209,Sunday,Leg Press,123,738
210,Monday,Battle Ropes,105,735
210,Tuesday,Rowing,135,945
210,Wednesday,CrossFit,143,1573
210,Thursday,Martial Arts,69,690
210,Friday,Table Tennis,48,336
210,Saturday,Sprinting,21,147
210,Sunday,Jumping Jacks,79,790
211,Monday,Spin Class,66,594
211,Tuesday,Volleyball,62,496
211,Wednesday,Martial Arts,91,1001
211,Thursday,Handball,25,275
211,Friday,Plank,91,1092
211,Saturday,Hiking,91,728
211,Sunday,Elliptical,73,730
212,Monday,Pilates,57,399
212,Tuesday,Stair Climber,74,666
212,Wednesday,Elliptical,132,1056
212,Thursday,Rock Climbing,128,1408
212,Friday,Stair Climber,62,558
212,Saturday,Badminton,71,781
212,Sunday,Crunches,121,1452
213,Monday,HIIT,70,560
213,Tuesday,Sit-ups,25,225
213,Wednesday,Shoulder Press,142,1136
213,Thursday,Hiking,47,376
213,Friday,Stair Climber,113,678
213,Saturday,Table Tennis,140,840
213,Sunday,Deadlifts,140,1120
214,Monday,Running,142,1278
214,Tuesday,Yoga,74,444
214,Wednesday,Jumping Jacks,91,728
214,Thursday,Resistance Band Workout,134,1474
214,Friday,Yoga,43,473
214,Saturday,Sprinting,134,938
214,Sunday,Lunges,45,315
215,Monday,Martial Arts,111,888
215,Tuesday,Running,84,840
215,Wednesday,Powerlifting,77,770
215,Thursday,Treadmill,147,1323
215,Friday,Handball,61,366
215,Saturday,Kickboxing,110,990
215,Sunday,Skating,33,264
216,Monday,Skating,57,456
216,Tuesday,Swimming,101,707
216,Wednesday,Push-ups,21,252
216,Thursday,Skating,38,228
216,Friday,Mobility Drills,43,516
216,Saturday,Hiking,131,917
216,Sunday,Rowing,56,560
217,Monday,HIIT,121,968
217,Tuesday,Stair Climber,42,462
217,Wednesday,Burpees,120,1200
217,Thursday,Kettlebell Workout,89,801
217,Friday,Jumping Jacks,124,1364
217,Saturday,Handball,74,444
217,Sunday,Surfing,90,630
218,Monday,Kickboxing,33,330
218,Tuesday,Yoga,146,1460
218,Wednesday,Deadlifts,147,1029
218,Thursday,Powerlifting,92,552
218,Friday,Walking,59,413
218,Saturday,Zumba,129,1161
218,Sunday,Stair Climber,69,414
219,Monday,Lunges,131,1441
219,Tuesday,Powerlifting,29,203
219,Wednesday,HIIT,147,1176
219,Thursday,Crunches,33,264
219,Friday,Handball,26,234
219,Saturday,Resistance Band Workout,69,414
219,Sunday,Strength Training,121,1210
220,Monday,Football,54,540
220,Tuesday,Shoulder Press,143,1573
220,Wednesday,Elliptical,97,873
220,Thursday,Skipping Rope,89,979
220,Friday,Plank,21,168
220,Saturday,Hiking,100,700
220,Sunday,Squats,28,308
221,Monday,Football,146,1168
221,Tuesday,Football,83,664
221,Wednesday,Hiking,123,861
221,Thursday,Sit-ups,70,770
221,Friday,Swimming,104,624
221,Saturday,Push-ups,37,444
221,Sunday,Squats,103,1236
222,Monday,Football,76,684
222,Tuesday,Mountain Climbers,135,945
222,Wednesday,Jumping Jacks,107,1284
222,Thursday,Pull-ups,148,1036
222,Friday,Pilates,121,1331
222,Saturday,Running,122,1220
222,Sunday,Pull-ups,128,896
223,Monday,Powerlifting,106,954
223,Tuesday,Dancing,98,588
223,Wednesday,Basketball,86,602
223,Thursday,Shoulder Press,25,175
223,Friday,CrossFit,118,1298
223,Saturday,Swimming,124,1116
223,Sunday,Basketball,24,192
224,Monday,Badminton,143,1144
224,Tuesday,Leg Press,21,252
224,Wednesday,Cycling,114,798
224,Thursday,Zumba,97,873
224,Friday,Powerlifting,24,264
224,Saturday,Stair Climber,127,1524
224,Sunday,Burpees,50,500
225,Monday,Push-ups,112,1120
225,Tuesday,Swimming,88,968
225,Wednesday,Battle Ropes,52,312
225,Thursday,Boxing,91,728
225,Friday,Table Tennis,85,1020
225,Saturday,Treadmill,87,522
225,Sunday,Handball,80,560
226,Monday,Kettlebell Workout,29,261
226,Tuesday,Crunches,42,420
226,Wednesday,Mobility Drills,119,1428
226,Thursday,Mobility Drills,82,738
226,Friday,Aerobics,32,288
226,Saturday,Crunches,91,910
226,Sunday,Resistance Band Workout,142,994
227,Monday,Shoulder Press,127,1270
227,Tuesday,Football,44,528
227,Wednesday,Tennis,79,948
227,Thursday,Zumba,75,525
227,Friday,Resistance Band Workout,118,944
227,Saturday,Tennis,72,576
227,Sunday,Treadmill,82,574
228,Monday,Push-ups,86,688
228,Tuesday,Rugby,109,1199
228,Wednesday,Zumba,46,322
228,Thursday,Basketball,113,1356
228,Friday,Swimming,111,1110
228,Saturday,Plank,22,132
228,Sunday,Badminton,74,518
229,Monday,Pull-ups,125,1500
229,Tuesday,Jumping Jacks,88,704
229,Wednesday,Boxing,112,784
229,Thursday,Treadmill,56,448
229,Friday,Push-ups,119,1190
229,Saturday,Tennis,79,474
229,Sunday,Cycling,107,1177
230,Monday,Rock Climbing,47,517
230,Tuesday,Mobility Drills,25,200
230,Wednesday,Burpees,120,1440
230,Thursday,Kickboxing,22,132
230,Friday,Yoga,78,780
230,Saturday,Battle Ropes,27,216
230,Sunday,Basketball,111,1332
231,Monday,Pull-ups,60,480
231,Tuesday,Running,45,315
231,Wednesday,Walking,114,1140
231,Thursday,Pilates,30,270
231,Friday,Volleyball,31,341
231,Saturday,Hiking,99,891
231,Sunday,HIIT,96,672
232,Monday,Powerlifting,81,567
